,rule,Def,support1,confidence1,lift1,support2,confidence2,lift2,support3,confidence3,lift3,support4,confidence4,lift4,support5,confidence5,lift5,support6,confidence6,lift6,support7,confidence7,lift7
78,"D-1, Alc0->I4","druginv=Blank, alcres=No->injury=Fatal Injury (K)",0.089021542,0.796439628,1.79350198,0.12686900199999998,0.79178273,1.752520826,0.124319314,0.7803636359999999,1.7086043999999998,0.127735136,0.808556925,1.789073105,0.115194498,0.79940343,1.759519471,0.11141472,0.779765577,1.777821638,0.086783326,0.7815502879999999,1.782162847
81,"S1, Alc0->I4","sex=Male, alcres=No->injury=Fatal Injury (K)",0.099489575,0.7016473459999999,1.5800392890000001,0.146507476,0.694708995,1.5376591780000002,0.148534353,0.678306878,1.485151361,0.14755413,0.6958400859999999,1.5396674559999999,0.135074146,0.6902800659999999,1.5193345059999999,0.121110621,0.6702439020000001,1.528118383,0.099729691,0.680913065,1.5526805940000001
85,"D-1, P1, Alc0->I4","druginv=Blank, ptype=Driver of a Motor Vehicle In-Transport, alcres=No->injury=Fatal Injury (K)",0.055541137000000004,0.7117516629999999,1.602793195,0.083463513,0.717850288,1.588879793,,,,,,,,,,0.072454826,0.698979592,1.593634138,0.052639067000000005,0.687732342,1.5682305380000001
86,"N1, P1, F12, Alc0->I4","numfatal=1, ptype=Driver of a Motor Vehicle In-Transport, fhevent=Motor Vehicle In-Transport, alcres=No->injury=Fatal Injury (K)",,,,0.071635796,0.607379376,1.34436502,0.077627158,0.589270009,1.2902053390000001,0.072058655,0.599047619,1.325497254,0.070384698,0.607043559,1.336127568,0.06672543,0.590483619,1.3462694259999999,,,
87,"D0, Alc0->P1, I4","druginv=No(drugs not involved), alcres=No->ptype=Driver of a Motor Vehicle In-Transport, injury=Fatal Injury (K)",,,,0.062597634,0.50044603,1.710525295,,,,,,,,,,,,,,,
88,"A1, S1, Alc0->N1, I4","atmcond=Clear, sex=Male, alcres=No->numfatal=1, injury=Fatal Injury (K)",0.06730686,0.610196078,1.6494987069999998,0.100535595,0.634060521,1.604758652,0.09546981800000001,0.608567208,1.53808011,0.096918318,0.621145374,1.587694868,0.09004943,0.622585438,1.5864677130000002,0.081798149,0.604560261,1.610409992,0.068715322,0.604884158,1.649876114
91,"S1, P1, Ag5, Alc0->I4","sex=Male, ptype=Driver of a Motor Vehicle In-Transport, age=45+, alcres=No->injury=Fatal Injury (K)",,,,0.055456371,0.674355495,1.4926090269999999,0.05885760599999999,0.650448143,1.424154725,0.058884179,0.664941785,1.47129958,0.05405115,0.6627140970000001,1.458660689,,,,,,
93,"S2, Alc0->A1, I4","sex=Fenale, alcres=No->atmcond=Clear, injury=Fatal Injury (K)",,,,0.051550992999999996,0.555956679,1.6697331619999998,,,,,,,,,,,,,,,
98,"N1, Ag5, Alc0->S1, I4","numfatal=1, age=45+, alcres=No->sex=Male, injury=Fatal Injury (K)",,,,0.06706092400000001,0.51323655,1.643310454,0.06940099599999999,0.50463353,1.589015686,0.070454806,0.525192143,1.656214675,,,,,,,,,
99,"S1, P1, Ag5, Alc0->N1, I4","sex=Male, ptype=Driver of a Motor Vehicle In-Transport, age=45+, alcres=No->numfatal=1, injury=Fatal Injury (K)",,,,0.05121624599999999,0.622795115,1.576246773,0.054107287999999996,0.5979513439999999,1.511249796,0.053041585999999995,0.598965071,1.531000324,,,,,,,,,
101,"S1, D-1, Alc0->I4","sex=Male, druginv=Blank, alcres=No->injury=Fatal Injury (K)",,,,0.085360411,0.7774390240000001,1.720772669,0.08596918099999999,0.7641606590000001,1.673128018,0.087868026,0.7899073120000001,1.747807586,0.078444015,0.789189189,1.737037511,0.07342441599999999,0.763519707,1.740781968,,,
102,"N1, S1, P1, F12, Alc0->I4","numfatal=1, sex=Male, ptype=Driver of a Motor Vehicle In-Transport, fhevent=Motor Vehicle In-Transport, alcres=No->injury=Fatal Injury (K)",,,,,,,0.055381763,0.573141487,1.254891977,0.051895979,0.580769231,1.285053134,,,,,,,,,
103,"D-1, Alc0->N1, A1, I4","druginv=Blank, alcres=No->numfatal=1, atmcond=Clear, injury=Fatal Injury (K)",0.056060213,0.501547988,1.781073176,0.081566615,0.509052925,1.728735245,,,,,,,0.076187406,0.528709918,1.795684123,0.071485236,0.5003084520000001,1.765474147,,,
105,"P1, F12, Alc0->N1, I4","ptype=Driver of a Motor Vehicle In-Transport, fhevent=Motor Vehicle In-Transport, alcres=No->numfatal=1, injury=Fatal Injury (K)",,,,0.071635796,0.5323383079999999,1.347307518,0.077627158,0.507575758,1.282836417,0.072058655,0.518976898,1.326544463,0.070384698,0.526527331,1.341693139,0.06672543,0.507372654,1.35152448,,,
108,"S1, Ag5, Alc0->P1, I4","sex=Male, age=45+, alcres=No->ptype=Driver of a Motor Vehicle In-Transport, injury=Fatal Injury (K)",,,,0.055456371,0.560948081,1.9173213980000001,0.05885760599999999,0.548004315,1.826892716,0.058884179,0.545647558,1.86490115,0.05405115,0.551535088,1.863683924,,,,,,
110,"N1, S1, D-1, Alc0->A1, I4","numfatal=1, sex=Male, druginv=Blank, alcres=No->atmcond=Clear, injury=Fatal Injury (K)",,,,0.056349029,0.571266968,1.715715339,0.053759703,0.538283063,1.623880152,0.057165769000000005,0.5729047070000001,1.7250380090000001,0.053406404000000005,0.598074609,1.760177834,,,,,,
111,"N1, A1, D0, Alc0->I4","numfatal=1, atmcond=Clear, druginv=No(drugs not involved), alcres=No->injury=Fatal Injury (K)",,,,0.053559472999999996,0.620957309,1.3744182280000001,,,,,,,,,,,,,,,
112,"D-1, P1, Alc0->S1, I4","druginv=Blank, ptype=Driver of a Motor Vehicle In-Transport, alcres=No->sex=Male, injury=Fatal Injury (K)",,,,0.06036599,0.519193858,1.6623849069999999,,,,,,,,,,,,,,,
114,"N1, A1, D-1, Alc0->I4","numfatal=1, atmcond=Clear, druginv=Blank, alcres=No->injury=Fatal Injury (K)",0.056060213,0.7835550179999999,1.764487133,0.081566615,0.780982906,1.728616647,0.074614761,0.754982415,1.653032274,0.07755756700000001,0.8011834320000001,1.772757966,0.076187406,0.7957351290000001,1.7514453909999999,0.071485236,0.788143829,1.796923581,0.054844217,0.761857708,1.7372580130000002
116,"N1, A1, P1, Alc0->I4","numfatal=1, atmcond=Clear, ptype=Driver of a Motor Vehicle In-Transport, alcres=No->injury=Fatal Injury (K)",0.069642703,0.641945774,1.44559735,0.104440973,0.637168142,1.410299058,0.10033599800000001,0.6212338589999999,1.360190117,0.096345515,0.63663891,1.408674536,0.094670105,0.631088825,1.389052178,0.087439401,0.633461047,1.4442555430000001,0.067719448,0.604060914,1.3774352509999999
119,"S1, P1, Alc0->I4","sex=Male, ptype=Driver of a Motor Vehicle In-Transport, alcres=No->injury=Fatal Injury (K)",0.075525564,0.641911765,1.445520765,0.111024325,0.634161887,1.403645055,0.113660063,0.618927445,1.355140227,0.11055103699999999,0.634451019,1.403833446,0.10251450699999999,0.629287599,1.385087605,0.09087703800000001,0.606114051,1.381905929,0.074690568,0.617283951,1.407587636
121,"A1, F12, Alc0->I4","atmcond=Clear, fhevent=Motor Vehicle In-Transport, alcres=No->injury=Fatal Injury (K)",,,,0.070185227,0.6511387160000001,1.441221333,0.073687869,0.632206759,1.3842152559999998,0.07137129099999999,0.6416065910000001,1.419666396,0.070707071,0.6686991870000001,1.471834114,0.069193477,0.654166667,1.49146319,,,
122,"N1, F12, Alc0->P1, I4","numfatal=1, fhevent=Motor Vehicle In-Transport, alcres=No->ptype=Driver of a Motor Vehicle In-Transport, injury=Fatal Injury (K)",,,,0.071635796,0.565140845,1.931652271,0.077627158,0.56302521,1.876968168,0.072058655,0.5536971829999999,1.892412964,0.070384698,0.570060923,1.926284294,0.06672543,0.5549853370000001,1.951738578,,,
126,"D-1, P1, Alc0->N1, I4","druginv=Blank, ptype=Driver of a Motor Vehicle In-Transport, alcres=No->numfatal=1, injury=Fatal Injury (K)",,,,0.074425351,0.6401151629999999,1.620082489,,,,,,,,,,0.064257382,0.619897959,1.651266106,,,
127,"N1, D-1, Alc0->A1, I4","numfatal=1, druginv=Blank, alcres=No->atmcond=Clear, injury=Fatal Injury (K)",0.056060213,0.6056074770000001,1.792629148,0.081566615,0.578322785,1.7369064330000001,0.074614761,0.543001686,1.638115189,0.07755756700000001,0.563696919,1.697313007,0.076187406,0.598312236,1.7608771890000001,0.071485236,0.576813656,1.74041248,0.054844217,0.585866261,1.718003317
128,"S1, Alc0->N1, I4","sex=Male, alcres=No->numfatal=1, injury=Fatal Injury (K)",0.085041959,0.599755949,1.6212766630000002,0.132113368,0.626455026,1.5855097280000001,0.131271,0.599470899,1.5150902880000001,0.131630198,0.620745543,1.5866728680000002,0.11949280000000001,0.610653487,1.556062801,0.106743059,0.590731707,1.573573895,0.08699672800000001,0.593977659,1.620127654
131,"D-1, P1, Alc0->A1, I4","druginv=Blank, ptype=Driver of a Motor Vehicle In-Transport, alcres=No->atmcond=Clear, injury=Fatal Injury (K)",,,,0.060477572,0.520153551,1.562203795,,,,,,,,,,0.054208902999999996,0.522959184,1.577918069,,,
132,"N1, S1, Alc0->P1, I4","numfatal=1, sex=Male, alcres=No->ptype=Driver of a Motor Vehicle In-Transport, injury=Fatal Injury (K)",0.066182196,0.537974684,1.915726854,0.10120508800000001,0.527939464,1.804497895,0.10230564199999999,0.5240356079999999,1.74698777,0.09909497099999999,0.52265861,1.786330074,0.09219858199999999,0.527350953,1.7819636769999998,0.08082855900000001,0.501366867,1.763176413,0.06686584200000001,0.517621145,1.903405195
136,"N1, A1, S1, Ag5, Alc0->I4","numfatal=1, atmcond=Clear, sex=Male, age=45+, alcres=No->injury=Fatal Injury (K)",,,,0.050212006,0.730519481,1.616921606,,,,0.051895979,0.7271268059999999,1.608894775,,,,,,,,,
137,"F12, Ag5, Alc0->I4","fhevent=Motor Vehicle In-Transport, age=45+, alcres=No->injury=Fatal Injury (K)",,,,0.050323587999999995,0.702492212,1.554886442,0.053412119,0.64747191,1.417638269,0.051895979,0.674107143,1.491579531,0.052976574000000005,0.702279202,1.5457450940000002,,,,,,
142,"N1, A1, S1, Alc0->I4","numfatal=1, atmcond=Clear, sex=Male, alcres=No->injury=Fatal Injury (K)",0.06730686,0.701532913,1.579781597,0.100535595,0.6904214559999999,1.5281691990000001,0.09546981800000001,0.677631579,1.483672795,0.096918318,0.7003311259999999,1.5496046630000002,0.09004943,0.696591854,1.5332270080000001,0.081798149,0.67985348,1.550027679,0.068715322,0.682685512,1.556722292
144,"S1, P1, D-1, Alc0->I4","sex=Male, ptype=Driver of a Motor Vehicle In-Transport, druginv=Blank, alcres=No->injury=Fatal Injury (K)",,,,,,,0.061058972999999996,0.698938992,1.530325327,0.059800664,0.720994475,1.595325925,0.056522674,0.729542302,1.605752286,,,,,,
148,"D0, Alc0->I4","druginv=No(drugs not involved), alcres=No->injury=Fatal Injury (K)",,,,0.07754965400000001,0.619982159,1.372259844,0.077974742,0.5992876220000001,1.3121388809999999,0.073547944,0.603951082,1.33634702,0.075220288,0.606060606,1.333964049,0.061789335,0.595581988,1.357893419,0.050362783,0.577487765,1.316840714
151,"N1, D-1, Alc0->S1, I4","numfatal=1, druginv=Blank, alcres=No->sex=Male, injury=Fatal Injury (K)",0.050177350999999995,0.542056075,1.6865750119999998,0.075987503,0.538765823,1.725051555,0.075541652,0.5497470489999999,1.731071426,0.078703173,0.572023314,1.803898666,0.069954868,0.549367089,1.7312597790000002,0.06460996,0.521337127,1.704978294,,,
153,"N1, D-1, P1, Alc0->I4","numfatal=1, druginv=Blank, ptype=Driver of a Motor Vehicle In-Transport, alcres=No->injury=Fatal Injury (K)",,,,0.074425351,0.710330138,1.572234799,,,,,,,,,,0.064257382,0.697607656,1.5905062,,,
154,"A1, S1, Alc0->P1, I4","atmcond=Clear, sex=Male, alcres=No->ptype=Driver of a Motor Vehicle In-Transport, injury=Fatal Injury (K)",0.060126309,0.545098039,1.94109311,0.08324034799999999,0.524982407,1.7943906669999998,0.082956784,0.528803545,1.762882734,0.082139993,0.526431718,1.7992257109999998,0.076509779,0.52897474,1.787450592,0.069898634,0.5166123779999999,1.816790895,0.05840091099999999,0.514088917,1.890416425
155,"D-1, Alc0->P1, I4","druginv=Blank, alcres=No->ptype=Driver of a Motor Vehicle In-Transport, injury=Fatal Injury (K)",,,,0.083463513,0.520891365,1.78040748,0.082725061,0.519272727,1.73110966,0.081108947,0.513415518,1.754739256,0.076402321,0.530201342,1.791595385,0.072454826,0.507094386,1.7833186019999998,,,
156,"S1, D-1, Alc0->P1, I4","sex=Male, druginv=Blank, alcres=No->ptype=Driver of a Motor Vehicle In-Transport, injury=Fatal Injury (K)",,,,0.06036599,0.549796748,1.8792061230000001,0.061058972999999996,0.542739444,1.8093411119999998,0.059800664,0.5375901129999999,1.837362607,0.056522674,0.568648649,1.9215121,0.050242398,0.5224564620000001,1.8373430130000001,,,
158,"S1, Ag5, Alc0->A1, I4","sex=Male, age=45+, alcres=No->atmcond=Clear, injury=Fatal Injury (K)",,,,0.053559472999999996,0.541760722,1.627097719,,,,0.057624012,0.533970276,1.607804946,0.052761659,0.538377193,1.584483921,,,,,,
163,"A1, D-1, Alc0->S1, I4","atmcond=Clear, druginv=Blank, alcres=No->sex=Male, injury=Fatal Injury (K)",,,,0.062486052,0.529300567,1.6947451530000002,0.060827251,0.532454361,1.6766193319999998,0.06415397,0.570264766,1.798353013,0.060391145,0.551521099,1.7380478659999998,0.056059938,0.533109807,1.743479609,,,
165,"N1, P1, Ag5, Alc0->S1, I4","numfatal=1, ptype=Driver of a Motor Vehicle In-Transport, age=45+, alcres=No->sex=Male, injury=Fatal Injury (K)",,,,,,,,,,0.053041585999999995,0.50326087,1.587053515,,,,,,,,,
166,"S1, P1, D-1, Alc0->N1, I4","sex=Male, ptype=Driver of a Motor Vehicle In-Transport, druginv=Blank, alcres=No->numfatal=1, injury=Fatal Injury (K)",,,,,,,0.055613486,0.636604775,1.6089416719999998,0.053958070999999996,0.650552486,1.6628616840000001,0.051901999000000004,0.6699029129999999,1.707041759,,,,,,
168,"N1, P1, D0, Alc0->I4","numfatal=1, ptype=Driver of a Motor Vehicle In-Transport, druginv=No(drugs not involved), alcres=No->injury=Fatal Injury (K)",,,,0.056683776,0.56381798,1.247946836,0.056887962,0.546770601,1.197152983,0.053499828,0.553317536,1.224311475,0.051042338,0.531319911,1.169456738,,,,,,
170,"A1, Alc0->I4","atmcond=Clear, alcres=No->injury=Fatal Injury (K)",0.113418116,0.720725673,1.623001765,0.161571078,0.714708786,1.581926436,0.152473642,0.6948257659999999,1.521319427,0.15454233,0.714891362,1.581821723,0.15087040599999998,0.714867617,1.573452707,0.137152931,0.7088838270000001,1.616215236,0.11175131599999999,0.690549451,1.574654368
172,"A1, S1, D-1, Alc0->N1, I4","atmcond=Clear, sex=Male, druginv=Blank, alcres=No->numfatal=1, injury=Fatal Injury (K)",,,,0.056349029,0.6965517240000001,1.762919105,0.053759703,0.6657101870000001,1.682502085,0.057165769000000005,0.70480226,1.801528236,0.053406404000000005,0.7049645390000001,1.796385542,,,,,,
173,"S1, D-1, Alc0->N1, A1, I4","sex=Male, druginv=Blank, alcres=No->numfatal=1, atmcond=Clear, injury=Fatal Injury (K)",,,,0.056349029,0.513211382,1.7428572969999998,,,,0.057165769000000005,0.513903193,1.7900482709999999,0.053406404000000005,0.5372972970000001,1.824849872,,,,,,
175,"N1, S1, D-1, Alc0->P1, I4","numfatal=1, sex=Male, druginv=Blank, alcres=No->ptype=Driver of a Motor Vehicle In-Transport, injury=Fatal Injury (K)",,,,0.054563713,0.553167421,1.8907270880000002,0.055613486,0.5568445479999999,1.856363573,0.053958070999999996,0.54075775,1.848188879,0.051901999000000004,0.581227437,1.964016894,,,,,,
176,"S1, D-1, Alc0->N1, P1, I4","sex=Male, druginv=Blank, alcres=No->numfatal=1, ptype=Driver of a Motor Vehicle In-Transport, injury=Fatal Injury (K)",,,,,,,,,,,,,0.051901999000000004,0.522162162,1.962536786,,,,,,
